"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"Trc.1."	"LnPrior"	"LnData"	"LnPosterior"
98067	0.30902	0.928576	38.6886	37.6347	0.000299203	-169.0507	-4887.249	-5056.3
98068	0.30902	0.928576	37.5437	38.3291	0.000587922	-169.8007	-4890.199	-5060
98069	0.30902	0.928576	37.8211	38.3291	0.000791465	-169.7387	-4891.112	-5060.851
98070	0.30902	0.936109	37.8211	38.3291	0.000791465	-172.4182	-4889.404	-5061.823
98071	0.308568	0.936109	37.4538	38.3291	0.000791465	-172.5011	-4890.46	-5062.961
98072	0.306283	0.936109	37.4538	38.6257	0.000791465	-172.7242	-4889.712	-5062.436
98073	0.306283	0.936109	38.3665	38.6257	0.000791465	-172.5226	-4887.748	-5060.271
98074	0.306283	0.936109	39.6602	28.191	0.000539286	-166.6546	-4892.174	-5058.829
98075	0.306283	0.936109	38.0393	28.191	0.000287713	-166.9974	-4889.912	-5056.91
98076	0.293518	0.937817	38.0393	28.191	0.000287713	-167.63	-4888.968	-5056.598
98077	0.293518	0.937817	38.0393	30.8255	0.000106203	-168.632	-4886.053	-5054.685
98078	0.293518	0.939543	38.4296	27.7424	0.000106203	-168.0206	-4887.384	-5055.404
98079	0.293518	0.939543	39.2272	27.093	5.95024e-05	-167.659	-4888.535	-5056.194
98080	0.293518	0.939543	39.5358	27.093	0.000280128	-167.5954	-4890.834	-5058.429
98081	0.293518	0.939543	39.5358	26.9907	0.000137782	-167.5666	-4889.954	-5057.52
98082	0.293518	0.939543	39.5358	26.9907	0.000137782	-167.5666	-4889.954	-5057.52
98083	0.293518	0.939543	39.5358	26.9907	8.61922e-05	-167.5666	-4889.619	-5057.186
98084	0.293518	0.939543	39.5358	26.9907	8.61922e-05	-167.5666	-4889.619	-5057.186
98085	0.295595	0.965553	39.5358	28.9646	8.61922e-05	-177.6558	-4877.636	-5055.292
98086	0.295595	0.965553	39.5358	28.9646	8.61922e-05	-177.6558	-4877.636	-5055.292
98087	0.295595	0.965553	39.5358	28.9646	1.85192e-05	-177.6558	-4877.139	-5054.795
98088	0.295595	0.965553	39.5358	28.9646	6.11697e-05	-177.6558	-4877.456	-5055.112
98089	0.295595	0.965553	39.5358	28.99	6.11697e-05	-177.6649	-4877.418	-5055.082
98090	0.295595	0.965553	39.5358	28.99	5.76609e-05	-177.6649	-4877.387	-5055.052
98091	0.295595	0.965553	41.3836	28.99	5.76609e-05	-177.3039	-4881.708	-5059.012
98092	0.295595	0.965553	40.7932	28.99	6.81132e-05	-177.4155	-4879.54	-5056.955
98093	0.307284	0.965553	40.7932	29.4611	6.81132e-05	-177.5695	-4878.601	-5056.171
98094	0.307284	0.964739	41.5209	29.4611	0.000182753	-177.1322	-4881.724	-5058.856
98095	0.307284	0.995091	41.5209	39.262	0.000111571	-194.1373	-4864.723	-5058.86
98096	0.307284	0.995091	41.5209	39.262	8.35807e-05	-194.1373	-4864.518	-5058.655
98097	0.307284	0.995091	41.5209	27.3393	4.38779e-05	-187.7941	-4870.599	-5058.393
98098	0.307284	0.97332	41.5209	30.2125	5.36861e-05	-180.6063	-4876.592	-5057.198
98099	0.307284	0.97332	40.7027	30.2125	0.000148305	-180.7608	-4875.754	-5056.515
98100	0.307284	0.977625	40.7027	36.5759	2.62387e-05	-185.7758	-4870.2	-5055.976
98101	0.307284	0.977625	39.9866	39.3542	2.51049e-05	-187.913	-4869.231	-5057.144
98102	0.307284	0.977625	39.9607	29.722	2.51049e-05	-182.3169	-4873.974	-5056.29
98103	0.299411	0.977625	39.9607	39.374	2.51049e-05	-187.9469	-4868.311	-5056.258
98104	0.299411	0.977625	39.9607	39.3262	0.000263972	-187.9099	-4870.109	-5058.018
98105	0.299411	0.976062	39.6008	28.0502	0.000263972	-181.2251	-4876.463	-5057.688
98106	0.299411	0.976062	40.9183	27.0803	0.000155783	-180.6715	-4876.927	-5057.598
98107	0.299411	0.976062	39.8607	35.7559	0.000155783	-184.8412	-4871.201	-5056.042
98108	0.299411	0.976062	39.7854	35.3082	0.000175964	-184.5783	-4871.545	-5056.124
98109	0.299411	0.976062	39.5075	35.3082	0.000175964	-184.6349	-4871.812	-5056.447
98110	0.299411	0.976062	39.5149	35.3082	0.000175964	-184.6334	-4871.801	-5056.434
98111	0.299411	0.976062	39.2409	39.394	7.21959e-05	-187.5256	-4869.912	-5057.437
98112	0.299411	0.976062	39.304	29.1692	7.21959e-05	-181.6715	-4874.729	-5056.401
98113	0.299411	0.976062	39.304	29.1692	0.000102705	-181.6715	-4874.959	-5056.631
98114	0.299411	0.976062	39.304	40.3395	0.000102705	-188.2639	-4869.709	-5057.973
98115	0.299411	0.976062	40.3938	40.3395	3.26044e-05	-188.0443	-4868.682	-5056.727
98116	0.299411	0.976062	40.3938	40.3395	3.26044e-05	-188.0443	-4868.682	-5056.727
98117	0.299411	0.976062	39.5195	25.3254	3.26044e-05	-180.5128	-4877.027	-5057.54
98118	0.299411	0.976062	39.4229	38.1709	3.0702e-05	-186.5691	-4869.726	-5056.295
98119	0.299411	0.976062	40.0584	38.1709	3.0702e-05	-186.4403	-4869.321	-5055.761
98120	0.299411	0.976062	40.0584	38.1709	5.98053e-05	-186.4403	-4869.516	-5055.956
98121	0.299411	0.988867	40.6956	37.2727	8.48658e-05	-190.4903	-4866.173	-5056.663
98122	0.299411	0.988867	40.862	28.1338	5.61475e-05	-185.8146	-4870.89	-5056.704
98123	0.296844	0.988867	40.8849	28.1338	5.61475e-05	-185.8146	-4870.89	-5056.704
98124	0.296844	0.988867	40.8849	28.1338	5.61475e-05	-185.8146	-4870.89	-5056.704
98125	0.296844	0.988867	40.8849	34.4609	5.61475e-05	-188.6738	-4867.32	-5055.994
98126	0.296844	0.988867	41.2859	34.4609	0.000354109	-188.5979	-4869.99	-5058.588
98127	0.296844	1.01394	41.2859	34.4609	0.00034433	-198.2119	-4861.926	-5060.138
98128	0.296844	0.98648	40.6703	34.4609	1.12514e-05	-187.8134	-4867.637	-5055.45
98129	0.29716	0.975606	40.6703	34.4609	0.000264629	-183.7324	-4873.269	-5057.002
98130	0.29716	0.961091	40.6703	34.4609	0.000285485	-178.3599	-4879.411	-5057.771
98131	0.29716	0.961091	39.8079	34.4609	0.000285485	-178.5303	-4877.611	-5056.141
98132	0.302529	0.961091	39.8079	34.4609	0.000119145	-178.5212	-4876.218	-5054.739
98133	0.302529	0.961091	39.8079	34.4609	0.000308508	-178.5212	-4877.607	-5056.128
98134	0.302529	0.966066	39.8079	34.4609	0.00020904	-180.3531	-4875.333	-5055.686
98135	0.302529	0.966066	39.8079	34.4609	0.000251971	-180.3531	-4875.629	-5055.982
98136	0.302529	0.966066	39.2121	34.4609	0.000251971	-180.4751	-4876.025	-5056.5
98137	0.302529	0.966066	39.2121	34.4609	0.000251971	-180.4751	-4876.025	-5056.5
98138	0.302529	0.969999	39.2121	34.4609	0.00032055	-181.9305	-4875.568	-5057.499
98139	0.302529	0.916414	38.7774	34.4609	0.000265949	-162.7268	-4893.268	-5055.995
98140	0.307779	0.916414	38.1984	34.4609	0.000320574	-162.8425	-4892.723	-5055.565
98141	0.307779	0.916414	37.5157	35.6687	0.000239796	-163.7215	-4891.586	-5055.307
98142	0.308316	0.916414	37.5157	35.6687	0.000239796	-163.7206	-4891.696	-5055.417
98143	0.308316	0.916414	37.5157	35.6687	5.29574e-05	-163.7206	-4890.357	-5054.078
98144	0.308316	0.916414	36.7467	34.155	0.000131703	-162.9935	-4893.224	-5056.217
98145	0.296921	0.916414	38.1976	30.6476	6.82595e-05	-160.9462	-4893.445	-5054.391
98146	0.296921	0.916414	38.1976	30.6476	0.000380361	-160.9462	-4895.516	-5056.462
98147	0.296921	0.916414	38.1976	38.1939	0.000157611	-165.2991	-4890.643	-5055.943
98148	0.296921	0.916414	37.8953	35.8455	0.000348302	-163.7667	-4892.382	-5056.148
98149	0.296921	0.916414	37.8953	35.8455	0.000348302	-163.7667	-4892.382	-5056.148
98150	0.310999	0.916414	37.2479	35.8455	9.28254e-05	-163.888	-4891.563	-5055.451
98151	0.313947	0.876373	37.2479	35.8455	2.56296e-05	-150.2148	-4905.463	-5055.678
98152	0.313947	0.876373	37.2479	35.8455	2.56296e-05	-150.2148	-4905.463	-5055.678
98153	0.313947	0.876373	37.2479	30.0165	2.56296e-05	-147.1998	-4908.573	-5055.772
98154	0.313947	0.876373	37.2479	36.8206	2.56296e-05	-150.8519	-4905.07	-5055.922
98155	0.315976	0.876373	37.2479	33.2842	2.56296e-05	-148.7192	-4906.916	-5055.635
98156	0.315976	0.874949	35.9969	33.2842	2.56296e-05	-148.5373	-4907.048	-5055.585
98157	0.303219	0.874949	35.3057	33.2842	2.56296e-05	-148.7272	-4906.212	-5054.939
98158	0.303219	0.874949	35.5119	37.6936	2.56296e-05	-151.4084	-4904.002	-5055.411
98159	0.303219	0.874949	35.5119	34.6431	2.56296e-05	-149.4355	-4905.215	-5054.651
98160	0.300089	0.866186	35.5119	34.6431	0.000113507	-146.54	-4909.127	-5055.667
98161	0.290313	0.866186	35.5119	34.6431	0.000113507	-146.5567	-4911.712	-5058.269
98162	0.290313	0.866186	34.8789	34.6431	0.000230536	-146.7137	-4912.417	-5059.13
98163	0.316622	0.866186	34.8789	34.6431	0.000249266	-146.6691	-4913.268	-5059.937
98164	0.316622	0.866186	34.8789	34.6431	0.00017301	-146.6691	-4912.723	-5059.392
98165	0.316622	0.866186	34.2571	34.6431	0.000203968	-146.8272	-4915.83	-5062.657
98166	0.316622	0.866186	35.9975	31.5145	0.00013387	-144.7576	-4911.842	-5056.599
98167	0.316622	0.866186	35.9975	31.5145	0.00013387	-144.7576	-4911.842	-5056.599
98168	0.316622	0.866186	36.7059	35.2085	2.78679e-05	-146.5644	-4909.533	-5056.097
98169	0.316622	0.866186	36.0577	38.9676	2.78679e-05	-149.2869	-4907.527	-5056.814
98170	0.316622	0.866186	36.0577	38.9676	0.000125863	-149.2869	-4908.24	-5057.526
98171	0.316622	0.866186	35.4775	38.9676	0.000125863	-149.4275	-4908.788	-5058.215
98172	0.292469	0.866186	35.4775	38.9676	0.000125863	-149.4684	-4909.343	-5058.811
98173	0.292469	0.866186	35.4775	36.3969	0.000125863	-147.6502	-4910.261	-5057.911
98174	0.296883	0.866186	35.4775	36.3969	0.000125863	-147.6426	-4909.032	-5056.675
98175	0.296883	0.866186	35.4775	30.3136	1.16061e-05	-144.3929	-4911.144	-5055.537
98176	0.296883	0.866186	35.5027	30.0181	0.000239197	-144.2666	-4912.928	-5057.195
98177	0.296883	0.866186	36.3268	30.0181	0.000230995	-144.0681	-4914.065	-5058.133
98178	0.304306	0.850347	36.3268	30.6781	0.000116103	-139.1633	-4919.535	-5058.698
98179	0.304306	0.850347	35.3529	30.6781	2.08921e-05	-139.3986	-4916.541	-5055.94
98180	0.304306	0.850347	35.284	33.0556	2.08921e-05	-140.5442	-4915.187	-5055.731
98181	0.304306	0.850347	35.284	33.0556	3.5542e-05	-140.5442	-4915.27	-5055.815
98182	0.304306	0.850347	35.284	38.2185	0.000142668	-143.7735	-4913.826	-5057.599
98183	0.304306	0.850347	35.284	38.2185	0.000213333	-143.7735	-4914.361	-5058.135
98184	0.304306	0.882812	36.2257	29.0756	0.000213333	-149.2493	-4906.411	-5055.661
98185	0.304306	0.882812	36.9252	29.0756	0.000213333	-149.0854	-4906.758	-5055.843
98186	0.304306	0.882812	36.9252	29.2379	0.000213333	-149.1448	-4906.642	-5055.787
98187	0.304306	0.882812	36.0947	29.2379	0.000213333	-149.3399	-4906.357	-5055.697
98188	0.304306	0.882812	36.0947	36.499	3.17212e-05	-153.0775	-4901.338	-5054.415
98189	0.304605	0.882812	35.9773	40.7678	3.17212e-05	-156.2869	-4899.816	-5056.103
98190	0.304605	0.882812	35.9773	37.3534	3.17212e-05	-153.6836	-4901.058	-5054.742
98191	0.304605	0.882812	35.9773	37.3534	3.17212e-05	-153.6836	-4901.058	-5054.742
98192	0.304605	0.882812	36.6047	35.8399	0.000166547	-152.5301	-4902.482	-5055.012
98193	0.305892	0.882812	36.8113	35.8399	0.000312795	-152.4798	-4903.671	-5056.151
98194	0.305892	0.882812	36.0334	29.0847	0.000312795	-149.2958	-4907.386	-5056.681
98195	0.305892	0.882812	36.0334	29.0847	0.0004147	-149.2958	-4908.124	-5057.42
98196	0.305892	0.882812	36.0334	29.0847	0.000222478	-149.2958	-4906.717	-5056.012
98197	0.305892	0.882812	36.0334	34.0091	0.000222478	-151.5702	-4903.909	-5055.479
98198	0.303393	0.874242	36.0214	34.0091	2.43199e-05	-148.7131	-4905.498	-5054.211
98199	0.303393	0.874242	35.7365	34.0091	2.43199e-05	-148.7818	-4905.522	-5054.304
98200	0.310706	0.874242	35.8677	34.0091	2.43199e-05	-148.7377	-4905.94	-5054.678
98201	0.310706	0.881328	37.8538	34.0091	9.63824e-05	-150.6442	-4905.971	-5056.615
98202	0.310706	0.881328	37.8538	34.0091	1.56377e-05	-150.6442	-4905.476	-5056.12
98203	0.310706	0.881328	37.8538	34.0091	0.000105459	-150.6442	-4906.045	-5056.689
98204	0.31088	0.889009	38.1481	34.0091	0.000217802	-153.1667	-4903.919	-5057.085
98205	0.305386	0.940671	38.1481	31.1278	7.49173e-05	-169.744	-4884.87	-5054.614
98206	0.305386	0.940671	38.8398	31.1278	0.000119146	-169.5953	-4884.625	-5054.22
98207	0.305386	0.940671	38.7871	31.1278	9.12737e-05	-169.6064	-4884.422	-5054.029
98208	0.305386	0.940671	38.7871	31.1278	2.73192e-05	-169.6064	-4883.917	-5053.524
98209	0.305386	0.940671	38.4193	31.1278	1.62174e-05	-169.6851	-4884.099	-5053.784
98210	0.305386	0.940671	38.7158	31.1278	1.62174e-05	-169.6216	-4883.853	-5053.474
98211	0.305386	0.940671	38.7158	31.1278	6.91492e-06	-169.6216	-4883.803	-5053.424
98212	0.305386	0.940671	38.7158	32.6554	6.91492e-06	-170.3482	-4883.012	-5053.361
98213	0.305386	0.940671	38.7158	32.6554	6.91492e-06	-170.3482	-4883.012	-5053.361
98214	0.316599	0.909881	38.7158	37.317	6.91492e-06	-162.2575	-4893.651	-5055.908
98215	0.30112	0.909881	38.6738	37.317	6.91492e-06	-162.2926	-4893.415	-5055.707
98216	0.319242	0.909881	38.6738	36.6432	7.16978e-05	-161.8044	-4894.881	-5056.686
98217	0.319242	0.909881	38.6738	36.6432	3.63046e-05	-161.8044	-4894.68	-5056.485
98218	0.319242	0.9054	39.0908	32.9806	2.98443e-06	-157.9963	-4899.003	-5056.999
98219	0.30521	0.9054	37.9306	32.9806	2.98443e-06	-158.2693	-4895.047	-5053.316
98220	0.304131	0.9054	37.9306	32.9806	2.98443e-06	-158.2711	-4895.043	-5053.315
98221	0.304131	0.9054	37.9306	32.9806	2.98443e-06	-158.2711	-4895.043	-5053.315
98222	0.304131	0.925356	37.9306	32.9806	2.98443e-06	-165.235	-4887.735	-5052.97
98223	0.306875	0.906287	37.1108	32.9806	2.98443e-06	-158.757	-4894.484	-5053.241
98224	0.306875	0.895465	36.7742	39.129	2.98443e-06	-159.0696	-4895.539	-5054.609
98225	0.306875	0.895465	36.7888	39.129	0.000195733	-159.0662	-4896.903	-5055.969
98226	0.306875	0.895465	36.7888	39.129	0.000201916	-159.0662	-4896.944	-5056.01
98227	0.306875	0.895465	36.7888	39.129	0.000201916	-159.0662	-4896.944	-5056.01
98228	0.306875	0.895465	36.7888	39.129	0.000201916	-159.0662	-4896.944	-5056.01
98229	0.306875	0.895465	36.7888	39.129	0.000267998	-159.0662	-4897.44	-5056.506
98230	0.300951	0.895465	36.7888	39.129	0.00024308	-159.0762	-4897.234	-5056.311
98231	0.300951	0.895465	37.6529	39.129	0.00024308	-158.8794	-4898.344	-5057.223
98232	0.301258	0.906274	37.6529	39.129	0.000583707	-162.5879	-4895.983	-5058.57
98233	0.301258	0.906274	37.605	39.129	0.00049802	-162.5986	-4895.334	-5057.933
98234	0.30545	0.906274	37.6045	39.129	0.0003675	-162.5916	-4894.326	-5056.917
98235	0.30545	0.906274	37.6045	25.6316	0.0003675	-155.9075	-4901.879	-5057.787
98236	0.30545	0.906274	37.6045	25.6316	0.00015213	-155.9075	-4900.356	-5056.263
98237	0.30545	0.906274	37.5465	33.8028	0.00015213	-159.0966	-4894.956	-5054.052
98238	0.30545	0.920021	37.5465	34.3532	0.00015213	-164.1914	-4890.204	-5054.396
98239	0.30545	0.905213	37.5465	34.3532	0.00015213	-159.0405	-4895.079	-5054.12
98240	0.30545	0.905213	37.5465	33.942	0.00015213	-158.8079	-4895.304	-5054.112
98241	0.30545	0.905213	37.5465	31.3441	0.00015213	-157.494	-4896.636	-5054.13
98242	0.299236	0.905213	37.2465	31.3441	0.000224696	-157.5724	-4897.172	-5054.745
98243	0.299236	0.905213	36.2628	31.3441	0.000224696	-157.801	-4898.17	-5055.971
98244	0.299236	0.905213	36.2628	31.3441	0.000193229	-157.801	-4897.941	-5055.742
98245	0.299236	0.905213	36.2628	31.3441	0.000193229	-157.801	-4897.941	-5055.742
98246	0.299236	0.905213	36.2628	36.7462	0.000193229	-160.8359	-4895.382	-5056.218
98247	0.279948	0.905213	36.7632	36.7462	7.27622e-05	-160.7514	-4900.038	-5060.79
98248	0.300969	0.905213	37.746	36.7462	7.27622e-05	-160.4919	-4893.886	-5054.378
98249	0.300969	0.905213	38.1011	27.3352	0.000192555	-155.8809	-4900.539	-5056.42
98250	0.300969	0.905213	37.771	27.3352	0.000192555	-155.9538	-4899.897	-5055.851
98251	0.300969	0.913579	37.8942	27.3352	6.2517e-05	-158.8257	-4895.761	-5054.587
98252	0.300969	0.913579	36.7325	27.3352	6.2517e-05	-159.0892	-4896.425	-5055.514
98253	0.300969	0.913579	36.7325	27.4214	9.6252e-05	-159.1147	-4896.641	-5055.756
98254	0.300969	0.913579	36.7325	27.8868	9.6252e-05	-159.2572	-4896.266	-5055.523
98255	0.300969	0.913579	36.7325	27.8868	5.46961e-05	-159.2572	-4895.974	-5055.231
98256	0.300969	0.897505	35.9843	27.8868	5.46961e-05	-153.8883	-4901.813	-5055.701
98257	0.300969	0.880256	36.2402	33.8948	2.5342e-05	-150.608	-4903.458	-5054.067
98258	0.300969	0.880256	36.2402	33.8948	2.5342e-05	-150.608	-4903.458	-5054.067
98259	0.314849	0.866768	36.2402	33.8948	1.07309e-06	-146.1041	-4909	-5055.104
98260	0.314849	0.866768	36.2402	33.8948	1.13077e-05	-146.1041	-4909.074	-5055.178
98261	0.314849	0.866768	36.2402	33.8948	5.19313e-05	-146.1041	-4909.362	-5055.466
98262	0.317094	0.866768	36.2402	33.8948	5.19313e-05	-146.1003	-4909.797	-5055.897
98263	0.317094	0.866768	36.3779	33.8948	0.000163959	-146.0677	-4910.675	-5056.743
98264	0.301986	0.866768	36.3779	33.8948	0.000117226	-146.0932	-4909.946	-5056.04
98265	0.301986	0.866768	36.3779	30.6899	2.35515e-05	-144.5174	-4910.99	-5055.508
98266	0.301986	0.901476	36.3779	32.0841	2.83196e-05	-156.8297	-4897.192	-5054.021
98267	0.301986	0.901476	36.3779	30.0218	2.83196e-05	-155.9179	-4898.337	-5054.255
98268	0.301986	0.901476	37.2676	30.0218	0.000409252	-155.7117	-4900.507	-5056.219
98269	0.301986	0.901476	37.2676	33.2677	0.000425156	-157.2236	-4898.792	-5056.015
98270	0.301986	0.914176	37.2676	33.2677	9.40309e-06	-161.6169	-4891.492	-5053.109
98271	0.301986	0.90201	37.266	38.8274	9.40309e-06	-160.9761	-4893.379	-5054.355
98272	0.301986	0.90201	37.266	36.2533	3.26961e-05	-159.17	-4894.506	-5053.676
98273	0.301986	0.90201	37.266	36.2533	1.31997e-05	-159.17	-4894.362	-5053.532
98274	0.301986	0.90201	37.266	34.4265	3.11216e-05	-158.0492	-4895.305	-5053.354
98275	0.301986	0.915953	37.266	34.7402	3.11216e-05	-163.062	-4890.376	-5053.438
98276	0.301986	0.915953	37.266	35.7099	5.64343e-05	-163.6525	-4890.172	-5053.825
98277	0.301986	0.915953	37.266	35.7099	7.02802e-05	-163.6525	-4890.216	-5053.869
98278	0.298095	0.915953	37.4731	35.7099	7.02802e-05	-163.6122	-4890.278	-5053.89
98279	0.298095	0.915953	37.7293	35.7099	7.02802e-05	-163.5548	-4890.37	-5053.925
98280	0.298095	0.915953	37.1745	35.7099	6.89264e-05	-163.6799	-4890.412	-5054.092
98281	0.298095	0.915953	37.3573	38.7426	6.89264e-05	-165.7281	-4889.123	-5054.851
98282	0.298095	0.927393	37.3573	38.7426	6.89264e-05	-169.7491	-4885.647	-5055.397
98283	0.298095	0.927393	37.8068	38.7426	9.18967e-06	-169.6483	-4884.763	-5054.412
98284	0.298095	0.947518	37.8068	33.4221	9.18967e-06	-173.4257	-4881.51	-5054.936
98285	0.303385	0.947518	37.8068	27.8744	9.18967e-06	-171.0538	-4885.504	-5056.558
98286	0.303385	0.884571	37.8068	28.5205	9.18967e-06	-149.2835	-4907.349	-5056.633
98287	0.303385	0.9445	37.8068	28.5205	9.18967e-06	-170.1758	-4885.599	-5055.775
98288	0.303385	0.9445	37.8837	28.5205	9.18967e-06	-170.1587	-4885.422	-5055.581
98289	0.303385	0.9445	38.1532	38.827	9.18967e-06	-175.7367	-4879.575	-5055.312
98290	0.303385	0.9445	38.1532	38.827	9.18967e-06	-175.7367	-4879.575	-5055.312
98291	0.303385	0.9445	38.7325	38.827	9.18967e-06	-175.6118	-4878.952	-5054.564
98292	0.303385	0.933872	38.7325	31.4454	9.18967e-06	-167.3328	-4885.825	-5053.158
98293	0.305102	0.933872	38.4136	31.4454	9.18967e-06	-167.3982	-4885.81	-5053.208
98294	0.305102	0.933872	38.4136	31.4454	9.18967e-06	-167.3982	-4885.81	-5053.208
98295	0.305102	0.933872	38.4136	31.4798	1.16461e-05	-167.414	-4885.824	-5053.238
98296	0.305102	0.933872	38.4892	31.4798	1.16461e-05	-167.3977	-4885.837	-5053.235
98297	0.305102	0.933872	38.4892	31.4798	1.16461e-05	-167.3977	-4885.837	-5053.235
98298	0.305102	0.933872	38.4892	31.4798	5.46208e-05	-167.3977	-4886.12	-5053.518
98299	0.311351	0.933872	39.2279	34.9314	5.46208e-05	-169.0541	-4885.544	-5054.599
98300	0.311351	0.933872	39.1048	34.9314	5.46208e-05	-169.0798	-4885.447	-5054.526
98301	0.311351	0.933872	39.1048	28.5862	5.46208e-05	-166.0953	-4889.076	-5055.171
98302	0.296966	0.933872	39.1048	28.5862	0.000102296	-166.1197	-4889.25	-5055.37
98303	0.296966	0.933872	38.2578	28.5862	0.000137124	-166.3003	-4888.484	-5054.784
98304	0.296966	0.960026	39.0806	28.5862	0.000392988	-175.5813	-4881.836	-5057.417
98305	0.296966	0.960026	39.9101	34.0888	0.000392988	-177.9066	-4879.072	-5056.979
98306	0.296966	0.960026	39.9923	35.7272	0.000392988	-178.8671	-4878.487	-5057.354
98307	0.302753	0.960026	39.9923	29.1868	0.000295475	-175.5984	-4880.978	-5056.577
98308	0.302753	0.960026	40.5652	38.2596	0.000275553	-180.4656	-4877.316	-5057.781
98309	0.302753	0.960026	40.5652	38.2596	0.000217772	-180.4657	-4876.9	-5057.365
98310	0.307165	0.960026	39.3844	35.9033	0.000217772	-179.0847	-4877.209	-5056.294
98311	0.303231	0.960026	39.6519	35.9033	0.000290258	-179.0366	-4877.171	-5056.208
98312	0.303231	0.960026	39.6519	35.9033	0.000290258	-179.0366	-4877.171	-5056.208
98313	0.303231	0.960026	39.1254	35.9033	2.76008e-05	-179.1451	-4875.452	-5054.597
98314	0.303231	0.960026	39.1254	35.9033	5.87962e-05	-179.1451	-4875.698	-5054.843
98315	0.303231	0.936102	39.1254	35.9033	5.87962e-05	-170.4842	-4883.573	-5054.058
98316	0.303231	0.936102	37.7742	35.9033	5.87962e-05	-170.7754	-4883.909	-5054.684
98317	0.303231	0.936102	37.7742	35.9033	5.87962e-05	-170.7754	-4883.909	-5054.684
98318	0.303231	0.936274	37.7742	35.9033	5.87962e-05	-170.8368	-4883.852	-5054.689
98319	0.298098	0.902896	37.1487	35.9033	5.87962e-05	-159.283	-4894.801	-5054.085
98320	0.298098	0.902896	37.1487	35.9033	5.87962e-05	-159.283	-4894.801	-5054.085
98321	0.298098	0.918691	37.1487	35.9033	6.2498e-05	-164.7657	-4889.469	-5054.235
98322	0.298098	0.918691	38.0102	35.5402	9.17717e-05	-164.3441	-4889.75	-5054.094
98323	0.298098	0.921831	38.0923	35.5402	9.17717e-05	-165.4281	-4888.617	-5054.045
98324	0.298098	0.921831	38.0923	35.5402	1.28935e-05	-165.4281	-4888.081	-5053.509
98325	0.298098	0.921831	38.156	35.5402	2.86584e-05	-165.4142	-4888.248	-5053.663
98326	0.298098	0.921831	39.0277	35.5402	2.86584e-05	-165.2275	-4890.174	-5055.402
98327	0.298098	0.934456	39.0277	39.9669	2.86584e-05	-172.8409	-4882.796	-5055.637
98328	0.298098	0.95378	39.0277	29.7205	0.000226035	-173.7226	-4881.779	-5055.501
98329	0.298098	0.94246	39.0685	29.7205	0.000487323	-169.6156	-4887.539	-5057.155
98330	0.298098	0.94246	38.1606	41.4199	0.000253272	-177.0963	-4880.799	-5057.895
98331	0.298098	0.891022	38.1606	41.4199	0.000253272	-159.119	-4902.404	-5061.523
98332	0.298098	0.891022	36.1947	38.5673	0.000253272	-157.2863	-4899.536	-5056.822
98333	0.298098	0.884406	36.1123	38.5673	0.000105869	-155.0704	-4900.882	-5055.952
98334	0.298098	0.884406	36.1123	38.5673	0.000111057	-155.0704	-4900.89	-5055.96
98335	0.298098	0.884406	35.4475	38.5673	3.83714e-05	-155.2314	-4901.155	-5056.386
98336	0.305757	0.884406	35.4475	38.5673	3.83714e-05	-155.2184	-4901.373	-5056.592
98337	0.305757	0.884406	35.9178	29.2749	0.000269865	-149.9296	-4906.592	-5056.522
98338	0.305757	0.884406	37.1205	29.2749	0.000269865	-149.6472	-4906.622	-5056.269
98339	0.305757	0.913184	38.1108	29.2749	0.000129196	-159.2769	-4895.213	-5054.49
98340	0.305757	0.913184	38.1108	29.2749	5.84681e-05	-159.2769	-4894.691	-5053.968
98341	0.305757	0.913184	38.1108	29.2749	5.84681e-05	-159.2769	-4894.691	-5053.968
98342	0.305757	0.913184	37.9236	35.0942	5.84681e-05	-162.1543	-4891.327	-5053.482
98343	0.305757	0.913184	37.34	35.0942	7.53447e-05	-162.2849	-4891.529	-5053.814
98344	0.305757	0.913184	37.34	34.1262	2.98063e-05	-161.7191	-4891.687	-5053.407
98345	0.314321	0.913184	38.4139	34.1262	2.98063e-05	-161.4671	-4893.022	-5054.489
98346	0.314321	0.913184	38.4139	34.1262	2.98063e-05	-161.4671	-4893.022	-5054.489
98347	0.314321	0.913184	37.8083	34.1262	2.98063e-05	-161.5996	-4892.877	-5054.477
98348	0.314321	0.913184	37.8083	32.4455	2.98063e-05	-160.7065	-4893.742	-5054.448
98349	0.314321	0.913184	36.3113	32.4455	9.00979e-05	-161.0499	-4898.084	-5059.134
98350	0.314321	0.913184	38.8369	32.4455	9.00979e-05	-160.4835	-4894.989	-5055.473
98351	0.314321	0.913184	38.8369	33.2165	9.00979e-05	-160.8792	-4894.554	-5055.433
98352	0.314321	0.913184	36.7354	33.2165	9.00979e-05	-161.346	-4895.948	-5057.294
98353	0.314321	0.913184	38.201	33.2165	9.00979e-05	-161.0158	-4893.822	-5054.838
98354	0.314321	0.913651	38.201	33.2165	9.00979e-05	-161.1784	-4893.63	-5054.809
98355	0.314321	0.913651	38.3705	33.2165	0.000174267	-161.1416	-4894.35	-5055.491
98356	0.304515	0.910968	38.3705	33.2165	0.000174267	-160.2251	-4894.612	-5054.837
98357	0.304515	0.910968	37.7554	33.2165	0.000174267	-160.36	-4893.755	-5054.115
