"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Chemicals"	"Times"	"variables"
0.1392155	0.106925025	0.17715495	0.139713399	"Simu1"	3	"NFT"	1	"cplasma"
0.085538	0.06343787	0.1113456	0.0858061022	"Simu1"	3	"NFT"	1.1	"cplasma"
0.05254725	0.037674405	0.069881755	0.0526725674	"Simu1"	3	"NFT"	1.2	"cplasma"
0.03221505	0.02240445	0.0438660775	0.0323266208	"Simu1"	3	"NFT"	1.3	"cplasma"
0.019719	0.0132847875	0.02761094	0.0198391336	"Simu1"	3	"NFT"	1.4	"cplasma"
0.0120654	0.0078823035	0.0173882875	0.0121763089	"Simu1"	3	"NFT"	1.5	"cplasma"
0.007410555	0.004678837	0.0109484575	0.00747434642	"Simu1"	3	"NFT"	1.6	"cplasma"
0.004542305	0.0027774965	0.00689495575	0.00458896232	"Simu1"	3	"NFT"	1.7	"cplasma"
0.00277944	0.00164775025	0.00434190375	0.0028180262	"Simu1"	3	"NFT"	1.8	"cplasma"
0.0017049	0.000977438625	0.00273334175	0.001730881462	"Simu1"	3	"NFT"	1.9	"cplasma"
0.001043425	0.000580055975	0.0017197645	0.001063362652	"Simu1"	3	"NFT"	2	"cplasma"
0.0006382405	0.000344174025	0.00108232175	0.000653458566	"Simu1"	3	"NFT"	2.1	"cplasma"
0.0003905225	0.0002041944	0.000681879975	0.000401649024	"Simu1"	3	"NFT"	2.2	"cplasma"
0.0002389775	0.000121116825	0.000430042175	0.0002469465936	"Simu1"	3	"NFT"	2.3	"cplasma"
0.000146513	7.18367e-05	0.000271143525	0.0001518609898	"Simu1"	3	"NFT"	2.4	"cplasma"
8.99017e-05	4.259952e-05	0.000170901025	9.34102504e-05	"Simu1"	3	"NFT"	2.5	"cplasma"
5.517045e-05	2.52592325e-05	0.000107669325	5.74654256e-05	"Simu1"	3	"NFT"	2.6	"cplasma"
3.37798e-05	1.4984525e-05	6.78692225e-05	3.536149426e-05	"Simu1"	3	"NFT"	2.7	"cplasma"
2.06508e-05	8.89653925e-06	4.274924e-05	2.176546536e-05	"Simu1"	3	"NFT"	2.8	"cplasma"
1.265695e-05	5.27157875e-06	2.690192e-05	1.339961246e-05	"Simu1"	3	"NFT"	2.9	"cplasma"
7.74307e-06	3.12587275e-06	1.6930265e-05	8.25064814e-06	"Simu1"	3	"NFT"	3	"cplasma"
4.7413e-06	1.85473625e-06	1.06535425e-05	5.08187972e-06	"Simu1"	3	"NFT"	3.1	"cplasma"
2.90552e-06	1.10124775e-06	6.70603725e-06	3.130269164e-06	"Simu1"	3	"NFT"	3.2	"cplasma"
1.77789e-06	6.524016e-07	4.2370185e-06	1.928469212e-06	"Simu1"	3	"NFT"	3.3	"cplasma"
1.089695e-06	3.86758225e-07	2.673168e-06	1.188122832e-06	"Simu1"	3	"NFT"	3.4	"cplasma"
6.6608e-07	2.291609e-07	1.6835835e-06	7.3201575e-07	"Simu1"	3	"NFT"	3.5	"cplasma"
4.072465e-07	1.360703e-07	1.05784875e-06	4.51107054e-07	"Simu1"	3	"NFT"	3.6	"cplasma"
2.49847e-07	8.07096475e-08	6.64894675e-07	2.780155372e-07	"Simu1"	3	"NFT"	3.7	"cplasma"
1.53284e-07	4.8352415e-08	4.15307675e-07	1.714160158e-07	"Simu1"	3	"NFT"	3.8	"cplasma"
9.35486e-08	2.842015e-08	2.6086025e-07	1.057039124e-07	"Simu1"	3	"NFT"	3.9	"cplasma"
5.74794e-08	1.675487e-08	1.63461775e-07	6.528457072e-08	"Simu1"	3	"NFT"	4	"cplasma"
67.5676	67.5676	67.5676	67.5676	"Simu1"	5	"NFT"	0	"cplasma"
9.977815	9.565103	10.41606	9.97152876	"Simu1"	5	"NFT"	0.1	"cplasma"
8.145705	7.8340985	8.45048175	8.13709034	"Simu1"	5	"NFT"	0.2	"cplasma"
6.53888	6.29255325	6.76690075	6.53641942	"Simu1"	5	"NFT"	0.3	"cplasma"
5.131585	4.91713825	5.35623425	5.13192458	"Simu1"	5	"NFT"	0.4	"cplasma"
3.90827	3.671889	4.152427	3.91238518	"Simu1"	5	"NFT"	0.5	"cplasma"
2.863075	2.60342275	3.12536675	2.8672935	"Simu1"	5	"NFT"	0.6	"cplasma"
1.9917	1.72476425	2.2587935	1.99215732	"Simu1"	5	"NFT"	0.7	"cplasma"
1.30121	1.08326775	1.5502045	1.302835268	"Simu1"	5	"NFT"	0.8	"cplasma"
0.81987	0.65957485	1.0101155	0.8203911	"Simu1"	5	"NFT"	0.9	"cplasma"
0.5105215	0.397284475	0.64320165	0.50959496	"Simu1"	5	"NFT"	1	"cplasma"
0.3147165	0.237496875	0.40658095	0.314720398	"Simu1"	5	"NFT"	1.1	"cplasma"
0.1932945	0.1414534	0.255751825	0.193801574	"Simu1"	5	"NFT"	1.2	"cplasma"
0.1187065	0.0841973275	0.161036725	0.119156996	"Simu1"	5	"NFT"	1.3	"cplasma"
0.0730296	0.0497682525	0.101183	0.0732034012	"Simu1"	5	"NFT"	1.4	"cplasma"
0.04467775	0.0294883025	0.06339347	0.044954814	"Simu1"	5	"NFT"	1.5	"cplasma"
0.0273664	0.017457595	0.03981356	0.027603058	"Simu1"	5	"NFT"	1.6	"cplasma"
0.0167393	0.0103302225	0.02503543	0.01694857922	"Simu1"	5	"NFT"	1.7	"cplasma"
0.010273	0.00611443925	0.0157649125	0.01040775192	"Simu1"	5	"NFT"	1.8	"cplasma"
0.0062892	0.00362337525	0.0099216095	0.00639216708	"Simu1"	5	"NFT"	1.9	"cplasma"
0.00385739	0.002152457	0.00624333	0.00392665026	"Simu1"	5	"NFT"	2	"cplasma"
0.0023637	0.00127900725	0.00392772625	0.002412587924	"Simu1"	5	"NFT"	2.1	"cplasma"
0.001446885	0.0007600562	0.00247144075	0.001482667454	"Simu1"	5	"NFT"	2.2	"cplasma"
0.000886453	0.00045204555	0.00155497575	0.000911385216	"Simu1"	5	"NFT"	2.3	"cplasma"
0.0005426605	0.00026864165	0.00097811365	0.00056034126	"Simu1"	5	"NFT"	2.4	"cplasma"
0.000332172	0.000159355975	0.000615396275	0.00034459572	"Simu1"	5	"NFT"	2.5	"cplasma"
0.000203083	9.436747e-05	0.000387300175	0.0002119648568	"Simu1"	5	"NFT"	2.6	"cplasma"
0.000124211	5.586075e-05	0.000243948075	0.0001304197106	"Simu1"	5	"NFT"	2.7	"cplasma"
7.596345e-05	3.3139895e-05	0.0001535122	8.02627058e-05	"Simu1"	5	"NFT"	2.8	"cplasma"
4.654915e-05	1.96438625e-05	9.65830775e-05	4.94033196e-05	"Simu1"	5	"NFT"	2.9	"cplasma"
2.855385e-05	1.1671955e-05	6.07776425e-05	3.04186852e-05	"Simu1"	5	"NFT"	3	"cplasma"
1.751075e-05	6.9118925e-06	3.827059e-05	1.873429476e-05	"Simu1"	5	"NFT"	3.1	"cplasma"
1.073055e-05	4.0936255e-06	2.41158075e-05	1.154015546e-05	"Simu1"	5	"NFT"	3.2	"cplasma"
6.572425e-06	2.42512425e-06	1.5228075e-05	7.10963406e-06	"Simu1"	5	"NFT"	3.3	"cplasma"
