"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Conditions"	"Chemicals"	"Times"	"variables"	"Dose_condition"
32.42455	23.31262	44.9849625	32.74390855	"Simu3"	200	"3.moderateGFR"	"NFT"	8.8	"Aurine"	"200_3.moderateGFR"
32.5792	23.3987775	45.229445	32.89855255	"Simu3"	200	"3.moderateGFR"	"NFT"	8.9	"Aurine"	"200_3.moderateGFR"
32.7294	23.448585	45.4570025	33.0477802	"Simu3"	200	"3.moderateGFR"	"NFT"	9	"Aurine"	"200_3.moderateGFR"
32.8864	23.49539	45.692275	33.19167285	"Simu3"	200	"3.moderateGFR"	"NFT"	9.1	"Aurine"	"200_3.moderateGFR"
33.02585	23.5392925	45.91091	33.3303227	"Simu3"	200	"3.moderateGFR"	"NFT"	9.2	"Aurine"	"200_3.moderateGFR"
33.1561	23.6211525	46.12011	33.46382675	"Simu3"	200	"3.moderateGFR"	"NFT"	9.3	"Aurine"	"200_3.moderateGFR"
33.2555	23.700215	46.3175475	33.59228595	"Simu3"	200	"3.moderateGFR"	"NFT"	9.4	"Aurine"	"200_3.moderateGFR"
33.3832	23.72871	46.5057825	33.7158071	"Simu3"	200	"3.moderateGFR"	"NFT"	9.5	"Aurine"	"200_3.moderateGFR"
33.4995	23.75539	46.6838675	33.834501	"Simu3"	200	"3.moderateGFR"	"NFT"	9.6	"Aurine"	"200_3.moderateGFR"
33.6178	23.7821575	46.8961275	33.9484847	"Simu3"	200	"3.moderateGFR"	"NFT"	9.7	"Aurine"	"200_3.moderateGFR"
33.7296	23.83266	47.0841375	34.0578736	"Simu3"	200	"3.moderateGFR"	"NFT"	9.8	"Aurine"	"200_3.moderateGFR"
33.80615	23.878775	47.1766475	34.1627919	"Simu3"	200	"3.moderateGFR"	"NFT"	9.9	"Aurine"	"200_3.moderateGFR"
33.91145	23.8964675	47.327975	34.26336055	"Simu3"	200	"3.moderateGFR"	"NFT"	10	"Aurine"	"200_3.moderateGFR"
33.9985	23.918975	47.50174	34.35970865	"Simu3"	200	"3.moderateGFR"	"NFT"	10.1	"Aurine"	"200_3.moderateGFR"
34.0627	23.94549	47.645975	34.4519596	"Simu3"	200	"3.moderateGFR"	"NFT"	10.2	"Aurine"	"200_3.moderateGFR"
34.1535	23.9748775	47.759165	34.5402429	"Simu3"	200	"3.moderateGFR"	"NFT"	10.3	"Aurine"	"200_3.moderateGFR"
34.23275	24.0024875	47.866025	34.62468745	"Simu3"	200	"3.moderateGFR"	"NFT"	10.4	"Aurine"	"200_3.moderateGFR"
34.3035	24.028505	47.966845	34.7054212	"Simu3"	200	"3.moderateGFR"	"NFT"	10.5	"Aurine"	"200_3.moderateGFR"
34.3674	24.0515925	48.1637125	34.78256895	"Simu3"	200	"3.moderateGFR"	"NFT"	10.6	"Aurine"	"200_3.moderateGFR"
34.44865	24.0652775	48.3628325	34.85626455	"Simu3"	200	"3.moderateGFR"	"NFT"	10.7	"Aurine"	"200_3.moderateGFR"
34.52435	24.078145	48.514785	34.92662805	"Simu3"	200	"3.moderateGFR"	"NFT"	10.8	"Aurine"	"200_3.moderateGFR"
34.58885	24.101405	48.63217	34.99378695	"Simu3"	200	"3.moderateGFR"	"NFT"	10.9	"Aurine"	"200_3.moderateGFR"
34.6367	24.125275	48.7618075	35.05786245	"Simu3"	200	"3.moderateGFR"	"NFT"	11	"Aurine"	"200_3.moderateGFR"
34.71405	24.14279	48.89257	35.11897765	"Simu3"	200	"3.moderateGFR"	"NFT"	11.1	"Aurine"	"200_3.moderateGFR"
34.76785	24.156975	49.01773	35.1772479	"Simu3"	200	"3.moderateGFR"	"NFT"	11.2	"Aurine"	"200_3.moderateGFR"
34.81165	24.170365	49.054155	35.2327934	"Simu3"	200	"3.moderateGFR"	"NFT"	11.3	"Aurine"	"200_3.moderateGFR"
34.8581	24.18296	49.11331	35.28572435	"Simu3"	200	"3.moderateGFR"	"NFT"	11.4	"Aurine"	"200_3.moderateGFR"
34.91155	24.1951975	49.191595	35.336152	"Simu3"	200	"3.moderateGFR"	"NFT"	11.5	"Aurine"	"200_3.moderateGFR"
34.94665	24.2057825	49.2397625	35.38418745	"Simu3"	200	"3.moderateGFR"	"NFT"	11.6	"Aurine"	"200_3.moderateGFR"
34.96975	24.214585	49.335515	35.42993115	"Simu3"	200	"3.moderateGFR"	"NFT"	11.7	"Aurine"	"200_3.moderateGFR"
35.0007	24.22297	49.402505	35.47348575	"Simu3"	200	"3.moderateGFR"	"NFT"	11.8	"Aurine"	"200_3.moderateGFR"
35.0428	24.237915	49.4652825	35.5149528	"Simu3"	200	"3.moderateGFR"	"NFT"	11.9	"Aurine"	"200_3.moderateGFR"
35.057	24.24697	49.5240425	35.55442415	"Simu3"	200	"3.moderateGFR"	"NFT"	12	"Aurine"	"200_3.moderateGFR"
35.07335	24.2556275	49.6094975	35.59199465	"Simu3"	200	"3.moderateGFR"	"NFT"	12.1	"Aurine"	"200_3.moderateGFR"
35.088	24.2637875	49.7146275	35.62775	"Simu3"	200	"3.moderateGFR"	"NFT"	12.2	"Aurine"	"200_3.moderateGFR"
35.1018	24.27155	49.865175	35.66177925	"Simu3"	200	"3.moderateGFR"	"NFT"	12.3	"Aurine"	"200_3.moderateGFR"
35.11335	24.2813475	50.0091475	35.6941621	"Simu3"	200	"3.moderateGFR"	"NFT"	12.4	"Aurine"	"200_3.moderateGFR"
35.1295	24.30048	50.1464575	35.7249791	"Simu3"	200	"3.moderateGFR"	"NFT"	12.5	"Aurine"	"200_3.moderateGFR"
35.15355	24.3111225	50.2778225	35.75430575	"Simu3"	200	"3.moderateGFR"	"NFT"	12.6	"Aurine"	"200_3.moderateGFR"
35.1819	24.32924	50.2946975	35.7822166	"Simu3"	200	"3.moderateGFR"	"NFT"	12.7	"Aurine"	"200_3.moderateGFR"
35.21305	24.33955	50.33322	35.80877685	"Simu3"	200	"3.moderateGFR"	"NFT"	12.8	"Aurine"	"200_3.moderateGFR"
35.2447	24.3456575	50.43033	35.8340588	"Simu3"	200	"3.moderateGFR"	"NFT"	12.9	"Aurine"	"200_3.moderateGFR"
35.2687	24.351565	50.4587875	35.8581236	"Simu3"	200	"3.moderateGFR"	"NFT"	13	"Aurine"	"200_3.moderateGFR"
35.29355	24.3570775	50.48381	35.88103235	"Simu3"	200	"3.moderateGFR"	"NFT"	13.1	"Aurine"	"200_3.moderateGFR"
35.3199	24.3623875	50.5451925	35.9028437	"Simu3"	200	"3.moderateGFR"	"NFT"	13.2	"Aurine"	"200_3.moderateGFR"
35.3407	24.3673975	50.651615	35.9236127	"Simu3"	200	"3.moderateGFR"	"NFT"	13.3	"Aurine"	"200_3.moderateGFR"
35.35675	24.3721125	50.6857375	35.9433947	"Simu3"	200	"3.moderateGFR"	"NFT"	13.4	"Aurine"	"200_3.moderateGFR"
35.37805	24.376625	50.70563	35.9622368	"Simu3"	200	"3.moderateGFR"	"NFT"	13.5	"Aurine"	"200_3.moderateGFR"
35.3936	24.3809375	50.7244125	35.9801918	"Simu3"	200	"3.moderateGFR"	"NFT"	13.6	"Aurine"	"200_3.moderateGFR"
35.4034	24.38505	50.74209	35.9973004	"Simu3"	200	"3.moderateGFR"	"NFT"	13.7	"Aurine"	"200_3.moderateGFR"
35.41285	24.388965	50.75866	36.0136102	"Simu3"	200	"3.moderateGFR"	"NFT"	13.8	"Aurine"	"200_3.moderateGFR"
35.42725	24.3927775	50.77442	36.0291615	"Simu3"	200	"3.moderateGFR"	"NFT"	13.9	"Aurine"	"200_3.moderateGFR"
35.44095	24.39639	50.793755	36.04399335	"Simu3"	200	"3.moderateGFR"	"NFT"	14	"Aurine"	"200_3.moderateGFR"
35.46045	24.399805	50.82886	36.0581442	"Simu3"	200	"3.moderateGFR"	"NFT"	14.1	"Aurine"	"200_3.moderateGFR"
35.4752	24.40302	50.8617925	36.0716451	"Simu3"	200	"3.moderateGFR"	"NFT"	14.2	"Aurine"	"200_3.moderateGFR"
35.49035	24.4062325	50.8927525	36.08453955	"Simu3"	200	"3.moderateGFR"	"NFT"	14.3	"Aurine"	"200_3.moderateGFR"
35.51035	24.409245	50.9226125	36.09685005	"Simu3"	200	"3.moderateGFR"	"NFT"	14.4	"Aurine"	"200_3.moderateGFR"
35.5292	24.41216	50.9637625	36.10861085	"Simu3"	200	"3.moderateGFR"	"NFT"	14.5	"Aurine"	"200_3.moderateGFR"
35.5413	24.414875	51.00294	36.11985435	"Simu3"	200	"3.moderateGFR"	"NFT"	14.6	"Aurine"	"200_3.moderateGFR"
35.55445	24.4175875	51.0401475	36.13060075	"Simu3"	200	"3.moderateGFR"	"NFT"	14.7	"Aurine"	"200_3.moderateGFR"
35.56625	24.4201975	51.07558	36.140881	"Simu3"	200	"3.moderateGFR"	"NFT"	14.8	"Aurine"	"200_3.moderateGFR"
35.5785	24.42271	51.10914	36.15071805	"Simu3"	200	"3.moderateGFR"	"NFT"	14.9	"Aurine"	"200_3.moderateGFR"
35.58975	24.4251225	51.1412225	36.160136	"Simu3"	200	"3.moderateGFR"	"NFT"	15	"Aurine"	"200_3.moderateGFR"
35.6032	24.427435	51.168875	36.1691546	"Simu3"	200	"3.moderateGFR"	"NFT"	15.1	"Aurine"	"200_3.moderateGFR"
35.61305	24.4296475	51.1875475	36.17780005	"Simu3"	200	"3.moderateGFR"	"NFT"	15.2	"Aurine"	"200_3.moderateGFR"
35.62075	24.43186	51.2055025	36.18608765	"Simu3"	200	"3.moderateGFR"	"NFT"	15.3	"Aurine"	"200_3.moderateGFR"
35.6254	24.43397	51.2285925	36.19403595	"Simu3"	200	"3.moderateGFR"	"NFT"	15.4	"Aurine"	"200_3.moderateGFR"
35.63295	24.43569	51.274855	36.20166385	"Simu3"	200	"3.moderateGFR"	"NFT"	15.5	"Aurine"	"200_3.moderateGFR"
35.6474	24.43731	51.305555	36.208992	"Simu3"	200	"3.moderateGFR"	"NFT"	15.6	"Aurine"	"200_3.moderateGFR"
35.6552	24.4389275	51.3291425	36.2160301	"Simu3"	200	"3.moderateGFR"	"NFT"	15.7	"Aurine"	"200_3.moderateGFR"
35.65995	24.4404475	51.3516075	36.22279595	"Simu3"	200	"3.moderateGFR"	"NFT"	15.8	"Aurine"	"200_3.moderateGFR"
35.66455	24.441965	51.37315	36.2293036	"Simu3"	200	"3.moderateGFR"	"NFT"	15.9	"Aurine"	"200_3.moderateGFR"
35.669	24.443385	51.39377	36.2355685	"Simu3"	200	"3.moderateGFR"	"NFT"	16	"Aurine"	"200_3.moderateGFR"
35.6733	24.4448975	51.450325	36.24159915	"Simu3"	200	"3.moderateGFR"	"NFT"	16.1	"Aurine"	"200_3.moderateGFR"
35.6775	24.4468825	51.52595	36.24741015	"Simu3"	200	"3.moderateGFR"	"NFT"	16.2	"Aurine"	"200_3.moderateGFR"
35.68155	24.448865	51.580095	36.25301385	"Simu3"	200	"3.moderateGFR"	"NFT"	16.3	"Aurine"	"200_3.moderateGFR"
35.68625	24.4508475	51.61181	36.2584192	"Simu3"	200	"3.moderateGFR"	"NFT"	16.4	"Aurine"	"200_3.moderateGFR"
35.69095	24.4527325	51.642195	36.26363695	"Simu3"	200	"3.moderateGFR"	"NFT"	16.5	"Aurine"	"200_3.moderateGFR"
35.69365	24.45452	51.669715	36.26867535	"Simu3"	200	"3.moderateGFR"	"NFT"	16.6	"Aurine"	"200_3.moderateGFR"
35.69715	24.456305	51.69589	36.2735461	"Simu3"	200	"3.moderateGFR"	"NFT"	16.7	"Aurine"	"200_3.moderateGFR"
35.70395	24.4579925	51.7209875	36.2782572	"Simu3"	200	"3.moderateGFR"	"NFT"	16.8	"Aurine"	"200_3.moderateGFR"
35.71055	24.4594825	51.7449125	36.2828148	"Simu3"	200	"3.moderateGFR"	"NFT"	16.9	"Aurine"	"200_3.moderateGFR"
35.71475	24.4608775	51.7678575	36.28723	"Simu3"	200	"3.moderateGFR"	"NFT"	17	"Aurine"	"200_3.moderateGFR"
35.71805	24.46227	51.7755725	36.29150665	"Simu3"	200	"3.moderateGFR"	"NFT"	17.1	"Aurine"	"200_3.moderateGFR"
35.72085	24.463565	51.780885	36.2956511	"Simu3"	200	"3.moderateGFR"	"NFT"	17.2	"Aurine"	"200_3.moderateGFR"
35.72535	24.4649575	51.786075	36.2996731	"Simu3"	200	"3.moderateGFR"	"NFT"	17.3	"Aurine"	"200_3.moderateGFR"
35.72965	24.46625	51.7910475	36.30357795	"Simu3"	200	"3.moderateGFR"	"NFT"	17.4	"Aurine"	"200_3.moderateGFR"
35.73375	24.467545	51.795905	36.3073696	"Simu3"	200	"3.moderateGFR"	"NFT"	17.5	"Aurine"	"200_3.moderateGFR"
35.73595	24.4688375	51.8006425	36.3110561	"Simu3"	200	"3.moderateGFR"	"NFT"	17.6	"Aurine"	"200_3.moderateGFR"
35.73805	24.4700325	51.805265	36.31464005	"Simu3"	200	"3.moderateGFR"	"NFT"	17.7	"Aurine"	"200_3.moderateGFR"
35.74015	24.471325	51.8095375	36.31812805	"Simu3"	200	"3.moderateGFR"	"NFT"	17.8	"Aurine"	"200_3.moderateGFR"
35.74215	24.47252	51.8136	36.32152395	"Simu3"	200	"3.moderateGFR"	"NFT"	17.9	"Aurine"	"200_3.moderateGFR"
35.7447	24.4737125	51.817565	36.32483275	"Simu3"	200	"3.moderateGFR"	"NFT"	18	"Aurine"	"200_3.moderateGFR"
35.7473	24.474905	51.8214325	36.3280587	"Simu3"	200	"3.moderateGFR"	"NFT"	18.1	"Aurine"	"200_3.moderateGFR"
35.74985	24.4760025	51.8252	36.3312038	"Simu3"	200	"3.moderateGFR"	"NFT"	18.2	"Aurine"	"200_3.moderateGFR"
35.7524	24.477195	51.82887	36.33427405	"Simu3"	200	"3.moderateGFR"	"NFT"	18.3	"Aurine"	"200_3.moderateGFR"
35.7549	24.47829	51.83254	36.33727255	"Simu3"	200	"3.moderateGFR"	"NFT"	18.4	"Aurine"	"200_3.moderateGFR"
35.75735	24.4794825	51.836015	36.34020275	"Simu3"	200	"3.moderateGFR"	"NFT"	18.5	"Aurine"	"200_3.moderateGFR"
35.75975	24.4805775	51.8394875	36.34306535	"Simu3"	200	"3.moderateGFR"	"NFT"	18.6	"Aurine"	"200_3.moderateGFR"
35.7621	24.48167	51.8428625	36.3458658	"Simu3"	200	"3.moderateGFR"	"NFT"	18.7	"Aurine"	"200_3.moderateGFR"
35.7644	24.482765	51.8462375	36.34860755	"Simu3"	200	"3.moderateGFR"	"NFT"	18.8	"Aurine"	"200_3.moderateGFR"
35.76665	24.48376	51.8495125	36.35128885	"Simu3"	200	"3.moderateGFR"	"NFT"	18.9	"Aurine"	"200_3.moderateGFR"
35.7689	24.484855	51.85269	36.35391725	"Simu3"	200	"3.moderateGFR"	"NFT"	19	"Aurine"	"200_3.moderateGFR"
35.7711	24.48585	51.85587	36.3564944	"Simu3"	200	"3.moderateGFR"	"NFT"	19.1	"Aurine"	"200_3.moderateGFR"
35.77325	24.4869425	51.8589475	36.35902055	"Simu3"	200	"3.moderateGFR"	"NFT"	19.2	"Aurine"	"200_3.moderateGFR"
35.7754	24.4879375	51.86193	36.361498	"Simu3"	200	"3.moderateGFR"	"NFT"	19.3	"Aurine"	"200_3.moderateGFR"
35.7775	24.4889325	51.86491	36.3639306	"Simu3"	200	"3.moderateGFR"	"NFT"	19.4	"Aurine"	"200_3.moderateGFR"
35.7795	24.4899275	51.8678925	36.3663182	"Simu3"	200	"3.moderateGFR"	"NFT"	19.5	"Aurine"	"200_3.moderateGFR"
35.78155	24.4909225	51.870775	36.36866425	"Simu3"	200	"3.moderateGFR"	"NFT"	19.6	"Aurine"	"200_3.moderateGFR"
35.78355	24.4919175	51.8736575	36.37096915	"Simu3"	200	"3.moderateGFR"	"NFT"	19.7	"Aurine"	"200_3.moderateGFR"
35.78555	24.49291	51.87644	36.37323535	"Simu3"	200	"3.moderateGFR"	"NFT"	19.8	"Aurine"	"200_3.moderateGFR"
35.78745	24.493905	51.879225	36.37546445	"Simu3"	200	"3.moderateGFR"	"NFT"	19.9	"Aurine"	"200_3.moderateGFR"
35.7894	24.4948975	51.88191	36.3776579	"Simu3"	200	"3.moderateGFR"	"NFT"	20	"Aurine"	"200_3.moderateGFR"
35.79175	24.495795	51.884595	36.3798167	"Simu3"	200	"3.moderateGFR"	"NFT"	20.1	"Aurine"	"200_3.moderateGFR"
35.79405	24.4967875	51.887185	36.3819404	"Simu3"	200	"3.moderateGFR"	"NFT"	20.2	"Aurine"	"200_3.moderateGFR"
35.7963	24.497685	51.89445	36.38403495	"Simu3"	200	"3.moderateGFR"	"NFT"	20.3	"Aurine"	"200_3.moderateGFR"
35.79855	24.49858	51.9089325	36.3860989	"Simu3"	200	"3.moderateGFR"	"NFT"	20.4	"Aurine"	"200_3.moderateGFR"
35.80075	24.4995725	51.9229275	36.3881297	"Simu3"	200	"3.moderateGFR"	"NFT"	20.5	"Aurine"	"200_3.moderateGFR"
35.80295	24.5004675	51.9364325	36.39013515	"Simu3"	200	"3.moderateGFR"	"NFT"	20.6	"Aurine"	"200_3.moderateGFR"
35.8051	24.5013625	51.94955	36.3921127	"Simu3"	200	"3.moderateGFR"	"NFT"	20.7	"Aurine"	"200_3.moderateGFR"
35.8073	24.5022575	51.96208	36.39406415	"Simu3"	200	"3.moderateGFR"	"NFT"	20.8	"Aurine"	"200_3.moderateGFR"
35.80945	24.5031525	51.9743175	36.3959892	"Simu3"	200	"3.moderateGFR"	"NFT"	20.9	"Aurine"	"200_3.moderateGFR"
35.8115	24.5040475	51.9848325	36.397889	"Simu3"	200	"3.moderateGFR"	"NFT"	21	"Aurine"	"200_3.moderateGFR"
35.8136	24.504845	51.9870725	36.399765	"Simu3"	200	"3.moderateGFR"	"NFT"	21.1	"Aurine"	"200_3.moderateGFR"
35.8157	24.50574	51.989205	36.4016181	"Simu3"	200	"3.moderateGFR"	"NFT"	21.2	"Aurine"	"200_3.moderateGFR"
35.81775	24.506635	51.9914275	36.4034487	"Simu3"	200	"3.moderateGFR"	"NFT"	21.3	"Aurine"	"200_3.moderateGFR"
35.8198	24.50753	51.9935425	36.40525795	"Simu3"	200	"3.moderateGFR"	"NFT"	21.4	"Aurine"	"200_3.moderateGFR"
35.8218	24.508325	51.9957475	36.40704775	"Simu3"	200	"3.moderateGFR"	"NFT"	21.5	"Aurine"	"200_3.moderateGFR"
35.8238	24.50922	51.9978475	36.4088158	"Simu3"	200	"3.moderateGFR"	"NFT"	21.6	"Aurine"	"200_3.moderateGFR"
35.8258	24.5100175	51.9999375	36.41056395	"Simu3"	200	"3.moderateGFR"	"NFT"	21.7	"Aurine"	"200_3.moderateGFR"
35.82775	24.5108125	52.0020225	36.41229385	"Simu3"	200	"3.moderateGFR"	"NFT"	21.8	"Aurine"	"200_3.moderateGFR"
35.8299	24.5117075	52.0041	36.41400325	"Simu3"	200	"3.moderateGFR"	"NFT"	21.9	"Aurine"	"200_3.moderateGFR"
35.832	24.5125025	52.0060725	36.41569695	"Simu3"	200	"3.moderateGFR"	"NFT"	22	"Aurine"	"200_3.moderateGFR"
35.83415	24.5133	52.008135	36.41737185	"Simu3"	200	"3.moderateGFR"	"NFT"	22.1	"Aurine"	"200_3.moderateGFR"
35.83625	24.514095	52.010095	36.41902955	"Simu3"	200	"3.moderateGFR"	"NFT"	22.2	"Aurine"	"200_3.moderateGFR"
35.8383	24.5148925	52.0121475	36.42067185	"Simu3"	200	"3.moderateGFR"	"NFT"	22.3	"Aurine"	"200_3.moderateGFR"
35.84035	24.5156875	52.014095	36.4222976	"Simu3"	200	"3.moderateGFR"	"NFT"	22.4	"Aurine"	"200_3.moderateGFR"
35.8424	24.5164825	52.0160375	36.42390785	"Simu3"	200	"3.moderateGFR"	"NFT"	22.5	"Aurine"	"200_3.moderateGFR"
35.84445	24.5172775	52.017975	36.4255019	"Simu3"	200	"3.moderateGFR"	"NFT"	22.6	"Aurine"	"200_3.moderateGFR"
35.8464	24.518075	52.01991	36.4270812	"Simu3"	200	"3.moderateGFR"	"NFT"	22.7	"Aurine"	"200_3.moderateGFR"
35.84845	24.51887	52.0218375	36.42864815	"Simu3"	200	"3.moderateGFR"	"NFT"	22.8	"Aurine"	"200_3.moderateGFR"
35.8504	24.5196725	52.02376	36.430199	"Simu3"	200	"3.moderateGFR"	"NFT"	22.9	"Aurine"	"200_3.moderateGFR"
35.85235	24.5203775	52.0255825	36.4317353	"Simu3"	200	"3.moderateGFR"	"NFT"	23	"Aurine"	"200_3.moderateGFR"
35.8543	24.5211875	52.0274975	36.43325915	"Simu3"	200	"3.moderateGFR"	"NFT"	23.1	"Aurine"	"200_3.moderateGFR"
35.8562	24.5219	52.02931	36.434769	"Simu3"	200	"3.moderateGFR"	"NFT"	23.2	"Aurine"	"200_3.moderateGFR"
35.85815	24.5227075	52.0312175	36.43626615	"Simu3"	200	"3.moderateGFR"	"NFT"	23.3	"Aurine"	"200_3.moderateGFR"
35.86005	24.52342	52.0330225	36.43775275	"Simu3"	200	"3.moderateGFR"	"NFT"	23.4	"Aurine"	"200_3.moderateGFR"
35.8619	24.5242275	52.034825	36.43922475	"Simu3"	200	"3.moderateGFR"	"NFT"	23.5	"Aurine"	"200_3.moderateGFR"
35.8638	24.5249375	52.036625	36.44068585	"Simu3"	200	"3.moderateGFR"	"NFT"	23.6	"Aurine"	"200_3.moderateGFR"
35.86565	24.5257475	52.03842	36.4421344	"Simu3"	200	"3.moderateGFR"	"NFT"	23.7	"Aurine"	"200_3.moderateGFR"
35.86745	24.5264575	52.0402125	36.4435712	"Simu3"	200	"3.moderateGFR"	"NFT"	23.8	"Aurine"	"200_3.moderateGFR"
35.8693	24.5271675	52.041905	36.4449956	"Simu3"	200	"3.moderateGFR"	"NFT"	23.9	"Aurine"	"200_3.moderateGFR"
35.8711	24.5278775	52.04369	36.44640985	"Simu3"	200	"3.moderateGFR"	"NFT"	24	"Aurine"	"200_3.moderateGFR"
0	0	0	0	"Simu3"	200	"4.SevereGFR"	"NFT"	0	"Aurine"	"200_4.SevereGFR"
0.0177902	0.009240757	0.03032046	0.01825127892	"Simu3"	200	"4.SevereGFR"	"NFT"	0.1	"Aurine"	"200_4.SevereGFR"
0.1175825	0.07589398	0.177795625	0.119683406	"Simu3"	200	"4.SevereGFR"	"NFT"	0.2	"Aurine"	"200_4.SevereGFR"
0.28563	0.19592065	0.419959225	0.2903785885	"Simu3"	200	"4.SevereGFR"	"NFT"	0.3	"Aurine"	"200_4.SevereGFR"
0.4972225	0.349722925	0.711686575	0.505976048	"Simu3"	200	"4.SevereGFR"	"NFT"	0.4	"Aurine"	"200_4.SevereGFR"
0.7398395	0.53008685	1.0440345	0.7511719105	"Simu3"	200	"4.SevereGFR"	"NFT"	0.5	"Aurine"	"200_4.SevereGFR"
1.000345	0.729177325	1.40858325	1.016721562	"Simu3"	200	"4.SevereGFR"	"NFT"	0.6	"Aurine"	"200_4.SevereGFR"
1.278805	0.935908875	1.78236775	1.2969160965	"Simu3"	200	"4.SevereGFR"	"NFT"	0.7	"Aurine"	"200_4.SevereGFR"
1.565475	1.1529565	2.1733125	1.5880893395	"Simu3"	200	"4.SevereGFR"	"NFT"	0.8	"Aurine"	"200_4.SevereGFR"
1.862615	1.37849575	2.5690595	1.88777082	"Simu3"	200	"4.SevereGFR"	"NFT"	0.9	"Aurine"	"200_4.SevereGFR"
2.16473	1.60579875	2.986241	2.194204755	"Simu3"	200	"4.SevereGFR"	"NFT"	1	"Aurine"	"200_4.SevereGFR"
2.47566	1.83835175	3.3964315	2.506075965	"Simu3"	200	"4.SevereGFR"	"NFT"	1.1	"Aurine"	"200_4.SevereGFR"
2.788355	2.0761425	3.8215515	2.822351995	"Simu3"	200	"4.SevereGFR"	"NFT"	1.2	"Aurine"	"200_4.SevereGFR"
3.108545	2.3160625	4.2423825	3.142188525	"Simu3"	200	"4.SevereGFR"	"NFT"	1.3	"Aurine"	"200_4.SevereGFR"
3.42763	2.552933	4.6786125	3.464873435	"Simu3"	200	"4.SevereGFR"	"NFT"	1.4	"Aurine"	"200_4.SevereGFR"
3.746405	2.79187575	5.09938249999999	3.78979407	"Simu3"	200	"4.SevereGFR"	"NFT"	1.5	"Aurine"	"200_4.SevereGFR"
4.068375	3.0324885	5.54900499999999	4.11641147	"Simu3"	200	"4.SevereGFR"	"NFT"	1.6	"Aurine"	"200_4.SevereGFR"
4.39095	3.2749885	6.012048	4.44424937	"Simu3"	200	"4.SevereGFR"	"NFT"	1.7	"Aurine"	"200_4.SevereGFR"
4.713925	3.51850525	6.4688375	4.77288175	"Simu3"	200	"4.SevereGFR"	"NFT"	1.8	"Aurine"	"200_4.SevereGFR"
5.03286	3.76294975	6.91191925	5.10192698	"Simu3"	200	"4.SevereGFR"	"NFT"	1.9	"Aurine"	"200_4.SevereGFR"
5.35692	4.01500575	7.33880449999999	5.431041645	"Simu3"	200	"4.SevereGFR"	"NFT"	2	"Aurine"	"200_4.SevereGFR"
5.682635	4.266349	7.78839525	5.759917135	"Simu3"	200	"4.SevereGFR"	"NFT"	2.1	"Aurine"	"200_4.SevereGFR"
6.00704	4.5125245	8.2367645	6.08827478	"Simu3"	200	"4.SevereGFR"	"NFT"	2.2	"Aurine"	"200_4.SevereGFR"
6.325555	4.7607425	8.666001	6.415864355	"Simu3"	200	"4.SevereGFR"	"NFT"	2.3	"Aurine"	"200_4.SevereGFR"
6.657315	4.999388	9.09696875	6.742460335	"Simu3"	200	"4.SevereGFR"	"NFT"	2.4	"Aurine"	"200_4.SevereGFR"
6.97603	5.2367305	9.53928175	7.067860705	"Simu3"	200	"4.SevereGFR"	"NFT"	2.5	"Aurine"	"200_4.SevereGFR"
7.293965	5.47380625	9.97478725	7.391884065	"Simu3"	200	"4.SevereGFR"	"NFT"	2.6	"Aurine"	"200_4.SevereGFR"
7.61382	5.71408675	10.41216	7.71436798	"Simu3"	200	"4.SevereGFR"	"NFT"	2.7	"Aurine"	"200_4.SevereGFR"
7.92925	5.95221875	10.845925	8.03516715	"Simu3"	200	"4.SevereGFR"	"NFT"	2.8	"Aurine"	"200_4.SevereGFR"
8.244525	6.18813075	11.276025	8.354153965	"Simu3"	200	"4.SevereGFR"	"NFT"	2.9	"Aurine"	"200_4.SevereGFR"
8.561085	6.42291975	11.702185	8.671212075	"Simu3"	200	"4.SevereGFR"	"NFT"	3	"Aurine"	"200_4.SevereGFR"
8.865375	6.66411275	12.124135	8.986242535	"Simu3"	200	"4.SevereGFR"	"NFT"	3.1	"Aurine"	"200_4.SevereGFR"
9.17839	6.90316325	12.542035	9.299154415	"Simu3"	200	"4.SevereGFR"	"NFT"	3.2	"Aurine"	"200_4.SevereGFR"
9.48689	7.124014	12.9709975	9.60986989	"Simu3"	200	"4.SevereGFR"	"NFT"	3.3	"Aurine"	"200_4.SevereGFR"
9.790335	7.3490685	13.3849325	9.918319885	"Simu3"	200	"4.SevereGFR"	"NFT"	3.4	"Aurine"	"200_4.SevereGFR"
10.0883	7.57792925	13.7959675	10.22444642	"Simu3"	200	"4.SevereGFR"	"NFT"	3.5	"Aurine"	"200_4.SevereGFR"
10.39055	7.80483725	14.20409	10.528195425	"Simu3"	200	"4.SevereGFR"	"NFT"	3.6	"Aurine"	"200_4.SevereGFR"
10.69105	8.029926	14.592745	10.829522795	"Simu3"	200	"4.SevereGFR"	"NFT"	3.7	"Aurine"	"200_4.SevereGFR"
10.9849	8.25453125	14.98952	11.12838996	"Simu3"	200	"4.SevereGFR"	"NFT"	3.8	"Aurine"	"200_4.SevereGFR"
11.2743	8.47685975	15.39608	11.42476394	"Simu3"	200	"4.SevereGFR"	"NFT"	3.9	"Aurine"	"200_4.SevereGFR"
11.5687	8.69313425	15.7870275	11.7186194	"Simu3"	200	"4.SevereGFR"	"NFT"	4	"Aurine"	"200_4.SevereGFR"
